society_name,square_footage,bedrooms,bathrooms,age_of_house,lot_size,garage_size,has_pool,school_district_rating,distance_to_city_center,nearby_amenities,price
River View,3798.1854500620398,1,1,7,6695.492052471256,0,0,6,2.485504595725084,8,475387.096968302
Pinewood Estates,3598.191668501225,1,3,40,6647.603039105435,1,1,6,15.398947244687541,6,558136.8585195129
Sunset Heights,1135.6560103185682,4,2,5,9925.433256526127,1,1,9,4.576236241183475,8,438031.22966991935
River View,1079.100923491756,4,3,68,8053.841336548544,3,1,5,12.6281394739622,3,358924.7145235964
Maple Grove,2129.390100634149,4,1,43,5538.3504436090825,2,1,8,11.170583851770445,10,381470.836510876
River View,3431.6599923454987,3,1,63,7659.176000263422,3,1,5,23.4123624193686,10,494352.6125022784
River View,3961.8283879448336,5,4,28,5113.843773534308,1,0,2,24.291944837349202,1,585632.9783929903
Mountain Ridge,1451.2506733105845,4,1,27,3831.003699867992,2,0,6,5.448973589283552,6,280241.597929897
Mountain Ridge,2782.392146056405,2,1,10,6774.815015102075,0,1,9,11.62998443399756,1,457377.1580757465
Maple Grove,2142.6725698930645,2,2,64,9425.456784911612,2,0,3,11.827241669923119,9,299520.8120774061
Maple Grove,3909.7431934438096,1,4,18,9433.116160123702,1,0,1,5.390902874146466,2,564932.2890648728
River View,3526.356769407126,5,2,8,4735.2422248439225,0,1,1,24.155151646484526,2,478178.40434158547
Pinewood Estates,3514.9861141334136,4,3,26,6221.41972977356,2,1,3,21.509621521727276,7,652583.7073806442
Maple Grove,2406.079479384911,2,1,33,3693.0871885588895,0,0,10,6.521071802614007,2,309840.9864375956
River View,2244.4585070129956,5,3,43,9965.048875991068,0,1,5,11.634935349220173,10,587295.524893185
Sunset Heights,1820.2212157921188,1,2,67,9848.943262943485,1,0,3,4.068345720838913,8,228777.08846280628
Mountain Ridge,1169.1264899527814,3,1,99,7196.071437659579,0,0,9,19.217991315698274,6,156210.1406208338
Pinewood Estates,3594.1671287651598,5,1,81,8435.312477419786,3,1,8,4.519785811909971,7,621042.573677658
River View,3438.703027390233,5,2,14,7720.8012902696,1,0,3,29.592090890122616,7,529605.2777093162
Sunset Heights,3999.153019858392,3,2,50,6745.265752315746,3,0,9,23.639780165948007,6,550685.7532592817
Mountain Ridge,3989.910511221716,5,2,12,2426.7839759111816,0,0,6,12.316917937935857,10,608508.6437460327
Sunset Heights,2666.2951168078826,1,2,82,5638.114740421288,3,1,7,17.778354036101277,9,416047.29938738677
River View,3306.9622455415315,1,2,48,7398.290417339284,2,1,4,27.428912670275853,9,368759.063168046
Maple Grove,3834.297189647284,3,1,69,7420.252911069478,0,1,4,17.06887913147896,7,569942.7363643728
Mountain Ridge,3548.9421720322343,4,2,55,4984.980947379068,2,1,2,6.0604561055407,9,766327.129563302
Sunset Heights,1742.044305229593,2,1,75,9533.535893264245,3,0,5,11.98239731185362,10,329559.8983079543
Maple Grove,2351.6324059302806,4,1,50,3338.8562578942483,2,1,8,25.451201085862618,3,361141.06727996696
Pinewood Estates,1387.478245454485,5,2,36,6002.875569724485,0,1,7,19.68217746369892,3,302857.1131895812
River View,3862.1530817761673,2,2,16,7527.0718124065825,2,1,7,19.87100714568021,1,582637.408343316
River View,2818.5239033526404,3,4,57,7577.086447134474,3,1,6,26.137823084966186,5,552865.6352471708
Mountain Ridge,1685.9284165103882,3,1,86,7189.111654150524,3,0,3,26.925218666412636,4,256965.72112137676
Sunset Heights,3015.1020532175703,2,2,89,4202.305707614882,3,0,5,27.67398458160365,2,425172.91584403196
Pinewood Estates,2854.384721373687,1,2,28,3249.6525494929756,0,0,1,3.750626604341527,9,287392.8971008597
Mountain Ridge,2074.4881540985216,2,2,32,7087.5226146136865,3,1,7,16.779654056929928,3,439010.11818047124
Mountain Ridge,1340.6727765988871,5,4,59,6794.416929115502,0,1,9,22.474776115331238,8,421864.667044794
Sunset Heights,3014.7195867783985,1,4,90,3434.848082313928,2,0,1,22.9508785086834,6,362459.77173777414
Pinewood Estates,2560.92310271138,3,3,88,7641.113164564506,3,1,2,18.59476985713011,5,406764.7967707565
Sunset Heights,3316.955175206918,2,1,54,5641.375933869251,2,1,3,5.836832720326551,1,483216.4914040939
River View,2560.49050333598,4,3,9,7342.084732825223,1,0,3,24.125196064308266,4,513128.98198993475
Maple Grove,3556.54450095562,4,2,46,8698.936638161205,2,0,8,21.883228671933427,3,512223.1184794757
River View,2655.7205163234566,5,4,22,3357.8274286153855,1,1,7,3.4979373749220524,1,537613.4915565826
River View,2682.8139146061585,4,4,84,2153.1589439746936,2,1,6,14.450484915556912,5,548375.4664251097
Mountain Ridge,3629.960807975035,2,3,20,8232.820691166295,0,1,10,6.045344586132304,6,658595.5462696458
River View,2210.448598637191,2,4,12,6877.579401220927,2,0,10,10.786834325676185,2,436411.69774579676
Pinewood Estates,1402.0456853519222,4,2,100,7597.116556976974,0,0,4,1.5243516739648775,3,304645.3879091283
River View,1086.348028940017,2,4,32,8705.23979990914,0,0,9,12.609566183911989,6,329296.6502846874
Pinewood Estates,3265.411767020857,5,3,23,8422.487478596004,3,0,1,16.946430713530106,4,612460.6827399358
Sunset Heights,2860.928654060394,1,2,10,9687.361175430597,0,1,2,18.96789519198552,9,383046.06189914676
Mountain Ridge,3112.2393042976705,5,3,16,6287.480630816945,1,0,4,20.241220008732594,5,450770.73894356354
Pinewood Estates,1638.8924845267322,5,4,67,5907.965061279243,3,0,3,25.252448079971337,4,367983.2893160733
River View,1409.1144267603092,2,3,46,5215.09759912584,3,1,1,7.248424310996171,2,305221.29831898
Mountain Ridge,1043.6339970036458,1,3,24,3229.528342753636,2,1,5,4.49397285071557,6,346986.76564305054
Mountain Ridge,2051.762676419791,2,1,93,6580.85786305618,0,1,7,25.694577985039842,10,340520.685811966
Pinewood Estates,2769.7530605638995,3,4,72,4216.10019460783,0,0,2,5.541771631886847,2,441513.58591731224
Pinewood Estates,2176.7321352991967,2,4,20,9370.460097703803,1,1,5,29.268042358749664,7,357576.62198980246
Maple Grove,2312.424766071187,2,3,83,6665.52643421678,2,1,6,25.433608652560473,3,475538.21578517597
Maple Grove,3712.476083481245,2,1,82,6742.721444064881,2,0,7,15.525421570798375,9,456734.79880336125
Mountain Ridge,2044.7664010699011,1,4,82,4839.39728701608,3,0,1,29.46122132273873,5,351696.1274339927
Maple Grove,2541.9684674794325,2,2,11,2415.91481582166,3,1,7,3.8239251441321223,8,510998.4212578213
River View,3350.959038223429,1,3,36,2253.950122983909,3,0,4,9.788907074077947,6,507402.0538612795
Sunset Heights,2189.62834696381,4,4,41,5386.68115322558,1,1,8,19.508508036177734,10,536932.3550216906
Mountain Ridge,2866.2601006836203,3,2,16,2676.5230247779027,1,1,4,11.150199185722183,8,476059.90822182567
Sunset Heights,3587.0911262402356,1,4,100,6854.775644321113,3,0,6,27.922804007442963,3,530504.5810512602
Maple Grove,3848.5618709729265,4,2,47,9047.78404511726,2,1,9,2.9031565571567093,3,562384.159937639
Pinewood Estates,1441.2204427871138,1,3,27,9063.318532149777,1,0,5,16.93294312976797,5,201641.00642381114
Mountain Ridge,3779.762875484483,1,4,40,7272.363281057859,2,0,4,18.13512175445832,10,611781.9854125973
Maple Grove,2476.3488792386142,3,4,98,3689.8546517834484,2,0,8,19.9291155895395,3,442014.86573036265
River View,1774.733164896875,5,1,46,8903.974650870976,0,1,9,8.414320476622619,8,540445.0253506881
Mountain Ridge,2377.4072687147836,5,3,17,9088.747482505665,3,0,4,11.57242639807607,10,550331.1457544839
Mountain Ridge,3940.097725856431,1,2,77,3573.2286796236694,0,0,3,25.466735360284353,8,513312.41242395376
Pinewood Estates,2477.854281978609,2,4,98,7899.408686165418,3,1,8,6.653340300134635,2,382184.6902016545
Mountain Ridge,1986.2548308625246,4,4,70,4292.156391416984,3,1,5,24.9791675680275,4,398849.83056862117
Pinewood Estates,2900.2025629501773,2,2,12,8421.122498823437,2,1,2,17.31700726417953,10,547846.7431372721
Maple Grove,1720.4368563345793,2,3,81,9977.903199228822,3,1,10,23.103437824628383,1,260313.9993433227
River View,1227.5899843259917,1,1,100,2240.2080426351426,2,0,9,21.694613621640674,4,143949.43244737037
River View,1386.6391657319477,1,1,12,9178.926926327455,2,0,3,7.017833366161491,4,296824.4894084952
Mountain Ridge,1384.1375168733173,1,4,99,6981.044268789265,3,0,2,17.495569356582312,10,322377.3850523583
Mountain Ridge,1455.708080536883,1,2,30,9787.060953318569,2,1,1,26.16397143134768,9,296755.0383976356
Maple Grove,1416.4815179482305,5,4,1,5720.07614021142,2,1,8,13.531370867255951,3,455774.0518468876
Pinewood Estates,2922.6242344096436,1,2,15,8779.10344457099,2,0,3,29.031132336476187,2,371567.27318652446
River View,1545.6402531974345,5,1,8,2499.1525487862177,1,1,7,14.114237902949824,9,448697.7986423775
Pinewood Estates,2037.0018499715895,5,3,72,4682.232400626366,2,1,1,5.140783463368656,9,486310.3477012377
Maple Grove,3690.3652297180356,1,2,37,2536.1323020096797,1,0,1,12.293605722252524,1,451043.3393883029
River View,2421.884920788617,3,1,74,9802.745067832564,1,0,9,28.599369785325578,6,377871.8387317126
River View,3002.6732155630816,4,4,53,8535.791258174693,2,1,8,10.271904630855772,10,611806.7638812386
Sunset Heights,1516.9596136048895,2,2,55,8820.379369967763,2,1,3,26.17484663614482,8,320016.48646922543
Maple Grove,1576.8670564260124,5,3,85,9503.721851471153,1,1,6,26.556269768774804,3,404163.85217548476
Maple Grove,1122.6058487994367,4,4,96,2680.827888958283,1,0,3,11.15540920562687,9,358052.64285096875
Sunset Heights,1506.8051892164935,3,4,99,5084.7807401066675,2,0,4,3.4144720834683318,2,383291.2095526559
Pinewood Estates,1835.7710170958758,2,1,86,2568.279112352017,2,0,1,22.01217936560573,6,202347.6510017491
Sunset Heights,1531.0314528302406,2,2,44,3686.344812400229,3,0,5,10.033856671405594,1,265326.57578342734
Maple Grove,1266.107601271167,5,4,33,3834.926216301379,1,0,1,23.7047848134696,7,344874.24114095507
Pinewood Estates,1361.9076133018025,1,3,8,5752.857688380629,1,1,1,13.83699059955256,3,251471.74341061743
River View,2382.3363040981776,3,2,87,4148.497339629141,3,1,10,15.072735527936025,7,370497.16275398084
Sunset Heights,1619.0011552173776,5,3,7,2807.824854542089,1,1,7,23.559372795707567,4,271118.98783634556
Pinewood Estates,2092.809583144226,3,4,6,3339.9287127528614,0,0,6,12.08853660078721,9,483544.5064430478
Pinewood Estates,2510.2518125645706,1,3,35,3178.2045084167275,1,0,2,13.850693014364522,5,280764.78590703424
Pinewood Estates,3071.184485888096,1,1,17,9784.614383298387,3,0,2,11.909523594319042,3,487081.7806121266
Sunset Heights,1117.9364195232968,5,3,2,8074.340055347789,0,1,7,11.65287494304112,8,448073.23450814007
River View,3398.231196727128,1,2,27,9742.091722156496,2,0,1,16.25245073014232,6,426482.2175665468
Pinewood Estates,2883.701168472723,4,3,69,5517.923892063269,3,0,2,24.45518389053337,2,503884.4390853549
Sunset Heights,1245.2770958466158,2,3,43,4226.947853301253,3,1,8,11.49128104575441,3,370147.1993994991
Maple Grove,3620.7358723203315,5,1,20,8386.345577673494,2,0,6,16.203386895594363,8,527255.3644093905
Sunset Heights,3762.6172015954394,3,3,27,4610.031344329174,3,1,2,20.451092437835424,10,649032.6528712574
Sunset Heights,1183.2338795645912,4,3,53,4395.066989642786,1,0,7,8.813743942805996,7,283082.9748417011
Sunset Heights,1830.632944441611,5,4,53,3860.0479376626495,2,0,4,9.048161342169385,10,515945.3814559095
Pinewood Estates,3418.603839379184,1,4,64,3037.431825793883,3,1,2,28.068980683680188,6,490568.8613457474
Sunset Heights,3244.779071150975,1,2,99,4051.7044881341276,2,1,6,21.98250262660157,1,407991.7659496876
Maple Grove,1553.563058069132,1,4,20,4842.557987791101,2,1,9,17.73841361047596,9,377858.04423298204
Pinewood Estates,1628.047970010131,1,4,98,7391.953665165844,2,1,9,19.783881578197747,3,325794.37460461986
Maple Grove,2111.416308374146,3,4,12,2500.5187377556126,0,1,8,1.8496838499991326,5,558070.1209406685
Mountain Ridge,2453.568955573064,4,4,56,3684.0555173227435,3,1,3,18.92498600128921,7,536195.7055153967
Sunset Heights,2854.764314590888,2,1,48,8472.189122333411,0,0,3,15.775757323501855,7,415515.7117352775
Pinewood Estates,2106.740918709317,3,4,53,3175.375388670166,3,0,2,16.826740713603634,3,442155.5352382103
Pinewood Estates,2387.6041483994436,3,1,9,4741.161172180173,1,1,5,11.423290978093695,4,493282.1924200221
Sunset Heights,3242.4128144012698,2,1,52,8917.27137486512,1,0,4,3.362743033675315,10,435377.4604070085
River View,1110.0496086717937,2,4,43,3239.402489147541,1,1,7,6.606837774749513,7,383745.9779139882
River View,1757.3108330320624,1,3,46,2661.894684945519,3,0,4,28.57159668316748,8,302156.86774384335
Maple Grove,3140.0487576536575,3,1,52,5876.303960640087,2,1,9,12.852287305857084,2,338005.9108876189
Sunset Heights,3685.620513061598,5,3,73,4419.356090228292,2,0,2,14.53381151909506,9,561386.1202349917
Sunset Heights,2535.032326346998,2,3,45,6507.266915870833,0,0,6,2.5285839057497306,7,432366.3655040121
Mountain Ridge,2596.340455795947,2,4,12,8430.4391238678,0,0,7,2.089420656775437,8,483954.53790481726
River View,1321.5160340193281,4,2,36,3097.1879052219456,1,0,4,21.798261964355973,6,230425.64762251909
River View,2342.2371004703637,5,4,23,6645.59267643428,0,0,6,16.604745259512228,6,487861.715505199
Sunset Heights,2597.8517993650694,5,2,1,6044.0700831189115,3,1,7,15.752473542271733,9,616152.0581948626
Maple Grove,1727.411510904189,2,2,85,3152.6302881055963,3,1,4,8.050611382257392,4,357037.1758966449
Sunset Heights,1807.7296928481428,1,4,80,6991.987884231859,0,1,8,22.597771217267745,5,346416.75631010695
Maple Grove,2131.852489313868,4,4,99,4189.123342886173,0,0,9,5.878860794146265,9,456393.11740810995
River View,1060.213593333179,5,2,13,5902.6745483521,0,1,1,6.508107566169581,1,341928.50014041376
Mountain Ridge,1966.2374967495348,2,4,9,2658.178594216495,0,0,7,14.360652969099988,4,325392.8385123909
Pinewood Estates,1634.344020989634,5,2,34,5676.672457708984,1,0,9,9.302116001246286,7,445092.58419263805
River View,1982.4920565337438,4,3,24,4451.707744342562,1,0,10,8.176426455761245,9,463944.7991846615
Maple Grove,1359.2863954577538,4,4,2,8579.049689482836,0,1,5,19.711891692046617,10,353149.0334730638
Sunset Heights,3671.581842219685,3,3,16,2455.829815978946,3,0,2,19.87818061133779,6,587937.8717665581
River View,2780.777360662146,2,1,11,5348.85819934664,1,1,10,24.91099502419795,8,371274.2821848013
Mountain Ridge,3037.3069574334686,4,3,53,5667.451393051504,3,1,6,13.1135484422163,9,559908.6925160659
Maple Grove,3367.513715822015,3,3,23,7800.04861039295,2,0,7,3.1194676397583567,10,549976.9442554816
Sunset Heights,2495.326596787172,3,2,28,6594.300600721688,3,0,2,8.936325162722273,4,443222.5312564021
Pinewood Estates,1260.760864262271,5,3,42,7337.698697553448,0,1,2,29.42015843270769,1,348427.5881798867
Maple Grove,2611.3196254556433,5,4,24,8216.39428521405,2,1,10,18.29149868174836,8,583745.1495770469
Sunset Heights,2760.5233540626373,3,2,99,8897.62378926551,1,1,10,21.58237545922959,2,396907.978430971
Pinewood Estates,3236.31842255299,5,1,59,4511.003973779764,1,1,1,1.2133770591370214,1,518445.10616669676
Sunset Heights,2294.9786386890382,4,4,89,6304.181642911223,2,1,4,16.027966233293107,7,555578.4495852813
Pinewood Estates,1382.7409083866912,1,1,64,8720.864627513598,3,1,7,2.0883310684222907,10,183194.4264473446
Pinewood Estates,1851.3277173961733,4,3,83,9915.609047720453,1,0,9,17.507676150651992,9,364166.6707641183
Pinewood Estates,2089.246889195905,3,4,27,9116.154488350105,0,1,3,27.702354639446185,9,507092.4503074865
Sunset Heights,2937.751723994804,3,4,15,4971.738100995015,2,1,7,29.084154784511828,3,556962.712964525
Pinewood Estates,2712.3349140067357,4,1,46,3561.3321377492034,0,1,7,16.6760275862788,6,510936.06468402204
Maple Grove,2068.2901776935387,5,4,80,5915.140299252709,2,1,7,14.287939352314263,7,419723.72414902976
Mountain Ridge,3959.545746378939,5,4,91,7933.131614688338,1,0,2,28.405495733206326,10,555117.7479209626
Mountain Ridge,2817.3244580706614,3,4,57,5940.552566026381,3,0,6,20.534685127904158,9,540053.5930987865
Pinewood Estates,1711.6803752079834,2,3,75,5865.446906509348,2,1,2,2.8820791066138742,2,443608.4983517559
Mountain Ridge,1305.3474178612112,5,1,26,8705.843368654405,2,1,6,14.50604175235743,8,344202.0161129007
Mountain Ridge,1458.577417552996,4,4,52,4891.230232537491,0,1,10,7.967105535464813,7,400513.68759555137
Pinewood Estates,1737.8731851535244,5,2,41,8878.357398493165,1,0,3,14.624325322011765,4,388887.5464443772
Pinewood Estates,1482.044119778667,4,2,58,5254.4384076137885,0,0,2,14.20850158818449,2,201213.37662863557
Maple Grove,1559.7010721539173,3,2,46,4625.864845426715,1,0,6,17.882199281627518,8,330215.4446002712
River View,1855.2855060815414,5,2,93,5631.919289597592,0,0,2,11.346344220128286,5,210678.01357400528
Sunset Heights,1520.1207858842645,4,3,33,8099.575669398948,2,0,5,5.763843034221914,6,420216.2808771052
Pinewood Estates,3690.2962738792753,3,4,36,3008.016222911954,0,0,2,15.607863603108733,7,497661.2550319004
Pinewood Estates,1240.7012369849267,2,1,5,3571.353726976139,3,1,3,25.0758836460271,10,297752.767626013
Mountain Ridge,2573.534168710764,4,4,6,9611.558605304735,1,0,3,20.256354613960468,1,496357.21676106483
Maple Grove,2231.1904809689845,2,3,95,3403.933019050859,1,0,6,10.81266811183126,8,378037.10625165864
Mountain Ridge,3947.135850725819,2,2,95,6541.818543448437,2,1,6,28.130167660006858,4,517862.55324367265
Pinewood Estates,1336.116706504157,1,3,24,6634.515733295503,1,0,10,27.454019566226282,9,296482.56224638975
Pinewood Estates,2193.566797137225,5,4,32,5916.995696401958,3,1,3,7.071103582138864,1,473389.071057784
Mountain Ridge,3908.4112998261066,4,1,54,7157.961988614548,0,0,3,2.1431099684905264,2,529207.2210184232
Pinewood Estates,3596.521377681941,2,3,57,3838.6138063809476,2,1,1,22.497952542172104,6,503415.4489022019
River View,3451.21621284784,1,1,6,6421.298142213986,3,1,7,25.000697579125443,10,561306.0591889753
Sunset Heights,1773.7084811348195,3,3,56,4977.386041975177,1,1,8,29.068072412589302,1,374583.53397850436
Sunset Heights,1512.6627621701973,4,1,11,7293.3380770335125,1,1,2,26.80525542856101,4,366781.84391850466
Sunset Heights,3005.9296597732928,2,1,15,3129.788346985196,3,1,4,18.41550827798603,8,578156.998726111
River View,3788.1279673827576,5,2,79,6567.01933471581,0,0,10,16.371517837159043,10,624200.5415526498
Pinewood Estates,2670.2886790417892,1,1,42,3482.1628430665896,0,0,7,1.8073904866150023,5,322239.4528108917
Mountain Ridge,2714.8380684096996,2,2,99,4229.144504920291,2,1,8,8.153036958498557,9,459460.16915058205
Maple Grove,1839.9372809808524,5,4,76,3749.678402588666,1,1,1,14.328827800254867,6,499132.9272136796
Pinewood Estates,3308.4787995758106,2,4,6,3462.702238950537,3,1,4,19.226613102423467,1,575895.9279379155
River View,1561.13124567257,4,2,99,8605.687612485337,0,0,6,17.16030316623391,6,315272.32185277215
River View,1971.037709212731,4,2,50,4285.660541287123,2,1,3,22.536443700769027,6,309371.99438934104
Sunset Heights,2276.30931584925,4,3,72,9416.990254915596,1,1,5,9.113240995724185,6,569328.0235841256
Pinewood Estates,2522.8311360533653,1,3,31,9759.412202761527,1,1,10,17.383625621921723,8,432019.17397986137
Sunset Heights,1727.2291972452408,4,3,74,6570.083759496779,2,1,9,3.556125058332972,6,372801.4198151295
Maple Grove,1344.5104742176106,5,4,7,3144.008981325811,2,0,3,12.996300183913002,5,377897.5812710242
Sunset Heights,2831.860127324898,2,3,96,4996.38594703665,0,1,5,22.75466415568343,2,284209.60905206914
Maple Grove,1865.8916597207672,3,1,86,8381.858106785712,3,1,8,21.108624749442278,4,301536.5340852618
River View,2743.7146642678367,5,1,88,4939.125829576564,1,0,6,29.72863937799319,10,415789.5914047233
Sunset Heights,1463.088145822607,5,3,71,2696.13774642231,3,1,4,9.058842653644923,5,532966.0874489754
Sunset Heights,2443.4203055644525,4,1,44,6454.279287425504,1,1,8,15.447489676045395,10,486271.6363328296
Mountain Ridge,2597.7682976547576,1,4,85,8760.96681196828,1,0,3,10.556381999445906,4,382559.2897272064
River View,1155.4706104672807,2,1,58,8367.411097148019,3,0,3,13.777490307716068,2,161910.33658993995
Mountain Ridge,2009.8128345817618,1,4,3,3400.985121042826,2,0,4,25.851553766212255,7,316234.10766728467
Maple Grove,1403.2440308169228,2,2,66,7382.116915299734,0,1,9,20.842063180466113,10,248770.31543521018
Maple Grove,1190.1249114183033,2,2,28,3764.0341074851767,1,1,5,26.59079454907987,10,252277.27825586236
River View,3969.880697169836,1,2,28,3745.6602764173776,2,0,8,6.901822141624708,2,490356.71367658745
Maple Grove,1967.0615349241689,5,2,97,8992.574186441481,1,0,6,26.3274724174017,1,314549.1704090777
River View,3429.6233375639044,2,1,97,3997.3516219218413,0,0,3,2.7331059511731484,5,385841.6734970861
Maple Grove,1763.9219642912917,1,3,27,4105.97877214409,1,1,8,26.76937913267742,1,264608.422404779
Pinewood Estates,3044.508166671788,2,1,76,2005.2271260903965,0,1,9,10.543139604361109,1,401518.24117428594
Sunset Heights,3280.68357966906,3,4,78,8965.35227300414,0,0,8,10.123041369007929,1,457894.6065151522
Pinewood Estates,2786.916221823533,5,1,86,8340.758505673079,1,1,4,15.850568724261255,6,404880.27412385406
River View,2414.728565650475,4,1,43,7018.631480725424,1,0,6,28.28001544397372,9,382535.6430861419
River View,2235.5227424418053,2,4,89,8002.126111510738,0,1,1,2.385659575760756,10,431043.18042588234
Pinewood Estates,2046.6047996289858,3,2,3,3216.3885393959345,2,1,4,11.214698277051614,1,341392.9884889157
Sunset Heights,3788.5874327434776,4,2,89,5666.588756700603,3,1,8,25.840587671816735,5,567245.8133472274
Sunset Heights,3491.8582233631873,4,2,8,4809.755098790247,0,1,1,12.485579845628536,9,617030.2417153877
Mountain Ridge,3895.080731999538,2,3,4,2750.212210056132,1,0,3,6.775550030314943,9,520684.51864829997
Maple Grove,1372.891670456634,1,4,55,5889.043881719393,1,1,1,13.319031258610941,1,228219.9598183607
Mountain Ridge,3192.6024256109326,2,4,95,9365.917202741082,2,1,9,12.18102254325841,8,532027.1998155378
Sunset Heights,3815.0213704631137,3,1,83,2320.4729524055556,3,0,2,27.5470698425344,1,498518.70544232195
Pinewood Estates,1543.6991984969804,4,3,49,4331.687307950351,0,1,9,23.096096896549817,8,469060.4430543233
Maple Grove,1199.4888021003326,2,2,74,3660.327489645628,0,0,4,15.648351116576183,1,204331.0112174942
Pinewood Estates,3223.361947870177,1,3,14,3905.1732293255704,3,0,2,29.662746434925563,5,503033.1235708371
Mountain Ridge,2723.419339539736,2,4,31,9267.476415035002,0,1,4,14.493048407001776,8,501044.21384806023
River View,3525.4863302748163,5,4,27,5744.552433874322,3,1,10,2.6888970937879817,6,700563.950344544
Pinewood Estates,1419.3171298788684,1,1,21,5730.3953035185505,1,0,6,8.605955332634561,9,273951.43521316705
Mountain Ridge,3385.8019355796705,3,1,16,8084.605139642258,3,0,7,13.646043926360065,1,487624.6242867693
Mountain Ridge,1604.8819601432338,4,4,58,3235.9376320394067,0,0,3,5.550176100237483,9,407886.723231657
Mountain Ridge,1490.9678285971136,2,2,89,5898.122832800406,3,1,3,28.47938866339725,1,229516.1387819289
River View,1492.7973937929787,1,2,70,5439.881712968478,2,0,10,23.23861803671542,10,272212.76969045104
River View,3443.724160694146,5,3,56,6775.285524373249,1,0,8,8.780328812405408,10,597141.4057111836
River View,2995.5916620886,1,4,25,9996.461626003509,1,0,5,18.13333147201956,3,434354.68294922577
Maple Grove,2569.196274307358,5,4,24,8155.591152656377,3,1,4,21.922025556177587,1,567453.0358076553
River View,2076.4914523705074,3,2,9,5182.925624139418,0,0,7,28.29708893829714,3,295731.3967182001
River View,3631.6016224393247,4,2,44,8620.424418192375,2,1,7,26.56742512608691,2,590983.9358563175
River View,2177.335322267906,3,4,82,3365.6669064998414,1,1,9,15.940574558008198,2,404220.960047496
Pinewood Estates,3449.798318414731,2,1,10,2243.709490471681,1,0,9,23.46492597399751,9,373064.31527269294
River View,2317.404725710655,1,4,76,3635.5869797141845,0,1,5,17.302197860999964,8,291164.6904608862
Maple Grove,2130.8332882747227,5,4,52,4723.292448914077,0,0,8,17.028412811320663,1,426191.9901659627
Mountain Ridge,2388.039357008819,5,2,71,6084.646059676479,2,1,10,4.3275167918075645,4,493504.94059275923
Pinewood Estates,1904.1336224924262,1,2,67,6921.033124329599,3,1,1,4.65799208246841,1,258526.62583756912
Sunset Heights,3242.8281405287535,1,1,94,9284.845737715374,0,0,9,16.356474835651266,1,320753.5818818049
River View,2508.161170277437,2,1,27,6078.832076403662,3,0,8,8.796984804391192,4,389244.18608557415
Mountain Ridge,1696.638085440452,3,3,74,6010.205157005836,2,0,6,1.6100701713535903,2,326665.0295716025
Mountain Ridge,3698.7237198237053,5,4,64,2401.944078583857,3,1,3,21.962336913106157,3,684768.5528809176
Pinewood Estates,2151.673664119634,2,2,48,2279.2924212497906,1,1,3,1.9421113040147837,9,481493.70279357396
Sunset Heights,2630.658583341966,3,1,46,6409.279695330976,3,0,8,18.26302839201758,2,462051.19342348457
Maple Grove,3719.4163328936406,2,3,51,5505.428905986756,2,0,5,16.636620029692118,4,521457.71116660646
Mountain Ridge,2872.7139877419763,5,3,87,8713.443159842389,2,1,10,29.095626026756328,1,513087.3137095108
Mountain Ridge,1350.6941221250922,1,2,53,3285.4366776947613,2,1,7,15.042181041081609,2,274028.897846469
Mountain Ridge,3819.4963708404252,1,2,59,2199.773296936397,3,1,5,2.8444416549561233,5,582651.0550722351
Mountain Ridge,2883.1241592142533,3,3,56,5592.310143441007,1,0,8,16.998951066387388,10,457018.06696443603
Pinewood Estates,2004.7168439712584,4,1,46,3899.82845401806,0,1,10,25.391788947866942,1,346195.22518985067
Sunset Heights,1417.8162179901617,3,3,30,2396.9149867106994,1,0,10,29.90862924416176,7,218762.26775594486
Mountain Ridge,3382.075567810888,4,4,45,7796.786294781032,3,1,4,13.479952036983102,4,648374.454133417
Maple Grove,2860.218267785541,2,4,25,2892.7439996579797,3,1,2,10.288663532405533,6,579363.7282649049
Maple Grove,2600.3832759289644,2,2,4,6866.556000062174,0,0,3,27.29294561160797,8,333333.65046937263
River View,3681.677749152873,5,1,83,4248.398001335114,3,0,8,6.54602174320752,6,582651.7788148342
Mountain Ridge,3365.791633673592,4,1,51,3387.968402840176,2,0,7,18.847438535954872,2,420486.61094096134
Mountain Ridge,1455.0246391982535,5,4,74,5038.01218335454,2,1,2,12.765718301247484,1,368462.95060603565
Mountain Ridge,1935.1662033866446,1,3,53,8411.566209783628,2,1,6,2.1913885837111033,8,415856.91031115846
Mountain Ridge,1745.4674194433974,4,2,32,5136.748615236582,2,1,9,11.071365754865235,8,409953.2093707758
Mountain Ridge,3231.8388777180307,3,3,49,8006.157193688446,2,0,4,8.691627152577563,9,448060.5818265844
Maple Grove,1100.597304207338,1,3,37,3003.8903743932055,3,1,9,20.89664346436112,6,248778.30661016807
Sunset Heights,2709.66905461395,1,3,26,8182.1713573206325,0,0,2,28.514924433065627,1,266254.53617712436
Sunset Heights,3287.3760572220717,3,1,97,3895.466599253189,0,0,2,8.773368433980494,9,464198.98706068384
River View,3630.2969102852485,1,4,14,7419.145039110982,2,0,9,24.53251223539877,3,511404.19613397284
Maple Grove,2026.2452461477224,4,1,95,6526.252438727971,3,1,7,2.605434691213876,6,399638.7958122251
Mountain Ridge,3463.7719140160384,5,4,60,9433.157737693498,1,1,7,16.605509291154583,10,632664.5091182755
